userId,timestamp,review,item,rating,helpfulness,gender,category
75,12600,FreeLoot? Only for some.,Treeloot.com,2.0,4.0,M,Online Stores & Services
75,71900,Furby is Furbulous!,The Original Furby,5.0,4.0,M,Kids & Family
75,91600,"Wow, this rocks.",Diablo 2 - Bestseller Series for Windows,5.0,4.0,M,Games
76,12501,Ang Lee Soars Where Eagles Dare,"Crouching Tiger, Hidden Dragon",5.0,4.0,F,Movies
76,21904,The Meta-Fairy Tale for Kids and Adults,Shrek,4.0,4.0,F,Movies
76,30300,Welcome to Ghetto Airlines,Northwest Airlines,1.0,4.0,F,Hotels & Travel
76,50900,Boxing with Shadows,Fight Club,5.0,4.0,F,Movies
76,60900,A Metaphysical Can of Worms,Being John Malkovich,5.0,4.0,F,Movies
76,72800,My Social Life is Doomed,Diablo 2 - Bestseller Series for Windows,5.0,4.0,F,Games
76,81400,Hollywood Claims Another Victim,Gladiator,3.0,4.0,F,Movies
76,120100,Bruce Willis as Super Gump in Unbreakable,Unbreakable,4.0,4.0,F,Movies
4505,70301,Creepy but Great,Being John Malkovich,3.0,3.0,F,Movies
4505,70500,Trying Too Hard,Talented Mr. Ripley,2.0,3.0,F,Movies
4505,70501,Fascinating Cast,Cast Away,4.0,3.0,F,Movies
4505,80400,Weird and Mindless Fight,Fight Club,2.0,3.0,F,Movies
4505,82301,Wow,"South Park: Bigger, Longer & Uncut",5.0,3.0,F,Movies
4505,90500,Doesn't Feel Real,Any Given Sunday,2.0,3.0,F,Movies
4505,121300,"Smart, Entertaining",X-Men,4.0,3.0,F,Movies
119,10800,The Agony and the Ecstasy   ,Treeloot.com,1.0,4.0,F,Online Stores & Services
119,11600,Best Network Station on Air,NBC,5.0,4.0,F,Media
119,11600,FOX Not The Station It Could Be --,FOX,3.0,4.0,F,Media
119,20700,Scream ... Scream ... Scream 3,Scream 3,5.0,4.0,F,Movies
119,21700,Lets Clean House and Make Some Cash,eBay,4.0,4.0,F,Online Stores & Services
119,21700,Beam Me My Money Scotty,PayPal,5.0,4.0,F,Personal Finance
119,30500,The Stakes Are HIGH The Score Is Zero,American Pie,4.0,4.0,F,Movies
119,31400,Go A Little Slower Please - So Spedia May Catch UP!,Spedia,2.0,4.0,F,Online Stores & Services
119,31400,What A Way To Earn Extra Cash.,All Advantage,5.0,4.0,F,Online Stores & Services
119,31701,To Be Thy Self - Or Someone Else?,Talented Mr. Ripley,4.0,4.0,F,Movies
119,40600,I See Dead People ---&gt;,Sixth Sense,5.0,4.0,F,Movies
119,42200,Beware the Thrills,Star Wars Episode I: The Phantom Menace,5.0,4.0,F,Movies
119,50600,Point Collecting is a Breeze,MyPoints.com,4.0,4.0,F,Online Stores & Services
119,61301,Even Heros Must Die,Gladiator,5.0,4.0,F,Movies
119,80400,&lt;---UPDATED---&gt; Casting A Spell,J. K. Rowling - Harry Potter and the Sorcerer's Stone,4.0,4.0,F,Books
119,81100,Carries A Powerful Bite,Deep Blue Sea,5.0,4.0,F,Movies
119,102099,Waiting for the CRASH,AOL (America Online),3.0,4.0,F,Online Stores & Services
119,102399,SCREAM! The Blair Witch is DEAD!,Blair Witch Project,1.0,3.0,F,Movies
119,110499,The Matrix Stretches Ones Imagination,Matrix,4.0,4.0,F,Movies
119,110499,Walk Out Of The Theater - Forget The Video,Blair Witch Project,1.0,4.0,F,Movies
119,110799,PURE Agony,Blair Witch Project,1.0,4.0,F,Movies
126,60400,Zelda64 - My Favorite Game,The Legend Of Zelda Ocarina Of Time for Nintendo 64,5.0,4.0,M,Games
126,60500,Sure Can Tell This Place is Run By A Bunch of Clowns.,McDonald's,1.0,4.0,M,Restaurants & Gourmet
126,61200,AOL Is Not All That Bad.,AOL (America Online),3.0,4.0,M,Online Stores & Services
126,61201,Gladiator &#150; A Hollywood History Lesson.,Gladiator,5.0,4.0,M,Movies
126,71700,X-Men: The Comic Book Finally Comes To The Big Screen.,X-Men,4.0,4.0,M,Movies
126,90600,Who Says You Have To Be A Kid To Enjoy This Book.,J. K. Rowling - Harry Potter and the Sorcerer's Stone,5.0,4.0,M,Books
126,101500,What A Great Ghost Story.,Sixth Sense,5.0,4.0,M,Movies
142,32502,The Matrix: Why Didn't I Take the Blue Pill?,Matrix,4.0,4.0,F,Movies
142,40300,The Sixth Sense (1999),Sixth Sense,4.0,4.0,F,Movies
142,40904,I See Boring People: What Lies Beneath,What Lies Beneath,1.0,4.0,F,Movies
142,42100,Bring your kleenex!,Green Mile,4.0,4.0,F,Movies
142,51200,"G'day, Mate!",Outback Steakhouse,4.0,4.0,F,Restaurants & Gourmet
142,62200,Excellent FREE ISP,BlueLight.com,4.0,4.0,F,Online Stores & Services
142,72200,GOOD versus EVIL...,X-Men,4.0,4.0,F,Movies
142,82508,Tim Allen as Captain Kirk on Failed Series: Galaxy Quest,Galaxy Quest,4.0,4.0,F,Movies
142,111100,Imaginative Movie,Being John Malkovich,3.0,4.0,F,Movies
142,120400,Gladiator: Cutting Edge Epic,Gladiator,4.0,4.0,F,Movies
142,121401,Scatology 101: American Beauty,American Beauty,1.0,4.0,F,Movies
142,121500,YOU'RE A MEAN ONE...,How the Grinch Stole Christmas,4.0,4.0,F,Movies
4676,41500,I don't want my MTV!,MTV,1.0,4.0,M,Media
4676,52600,"Don't try this at home, kids ",Mission: Impossible II,4.0,4.0,M,Movies
4676,52700,The only reason for having an N64,The Legend Of Zelda Ocarina Of Time for Nintendo 64,5.0,4.0,M,Games
4676,70200,Good for a fast food fix,McDonald's,4.0,4.0,M,Restaurants & Gourmet
4676,102700,"A great system, but is it worth selling a kidney for?",Sony PlayStation 2 Slimline Console,4.0,4.0,M,Games
4676,112200,Twists and turns galore,Unbreakable,5.0,4.0,M,Movies
4676,122500,Survivor + Tom Hanks - 16 Knuckleheads = An Oscar for Hanks!,Cast Away,5.0,4.0,M,Movies
4721,21901,Ebay is...,eBay,5.0,3.0,F,Online Stores & Services
4721,31201,Burger King...,Burger King,4.0,3.0,F,Restaurants & Gourmet
4721,32101,Gladiator was fantastic,Gladiator,5.0,3.0,F,Movies
4721,32101,The Matrix is awesome...,Matrix,5.0,3.0,F,Movies
4721,32201,The Matrix is awesome...,Matrix,5.0,3.0,F,Movies
4721,32201,Google.com is fantastic...,Google,5.0,3.0,F,Online Stores & Services
159,10201,Refill Horror,Applebee's,2.0,4.0,M,Restaurants & Gourmet
159,21201,Great Switchover,Earthlink,5.0,4.0,M,Online Stores & Services
159,52501,Goes Right Through You,Pearl Harbor,5.0,4.0,M,Movies
159,110800,Julia Roberts Rules!!,Erin Brockovich,5.0,4.0,M,Movies
159,111100,Control Your Own Amusement Park,Roller Coaster Tycoon For Windows,5.0,4.0,M,Games
159,111300,Better Than The First,Mission: Impossible II,5.0,4.0,M,Movies
159,111400,"With Clooney, It Was The Perfect Storm",Perfect Storm,4.0,4.0,M,Movies
159,121900,Why Didn't I See It At The Theater?,Patriot,4.0,4.0,M,Movies
165,12200,Monkeying around,Treeloot.com,1.0,4.0,M,Online Stores & Services
165,12200,A True Blue Blue's Clues Groupie,Blue's Clues,5.0,4.0,M,Kids & Family
165,12300,&quot;Hallmark of the Net&quot;,Blue Mountain Arts eCards,5.0,4.0,M,Online Stores & Services
165,12400,I want MY MTV,MTV,1.0,4.0,M,Media
165,12400,Gotta Luv 'Em,Luvs Ultra Leakguards Stretch,5.0,3.0,M,Kids & Family
165,12600,"The Good, The Bad, and The Furby",The Original Furby,3.0,3.0,M,Kids & Family
165,13000,My Love/Hate Relationship,AOL (America Online),4.0,4.0,M,Online Stores & Services
4770,11000,Kill the monkey!!!,Treeloot.com,1.0,4.0,F,Online Stores & Services
4770,11100,Take a ride on Freeride.com,FreeRide.com,4.0,3.0,F,Online Stores & Services
4770,11100,What's the advantage?,All Advantage,3.0,4.0,F,Online Stores & Services
4770,41301,Scary Movie...how dumb can you get???,Scary Movie,1.0,4.0,F,Movies
4770,62900,Good all around restaurant!,Olive Garden,4.0,4.0,F,Restaurants & Gourmet
4770,71400,"Great food, amazing amounts of fat!!",McDonald's,4.0,4.0,F,Restaurants & Gourmet
4770,71500,Come to the land down under!,Outback Steakhouse,5.0,4.0,F,Restaurants & Gourmet
4770,72100,Take a ride on the subway!,Subway,4.0,4.0,F,Restaurants & Gourmet
4770,72700,What happened to the dog?  Did he get into a taco?,Taco Bell,4.0,4.0,F,Restaurants & Gourmet
4770,91300,Wendy's - what is there not to like???,Wendy's,4.0,4.0,F,Restaurants & Gourmet
4770,112100,I can't decide if I really liked this movie or not.,Perfect Storm,4.0,4.0,F,Movies
4770,123099,Music???  Where?,MTV,1.0,4.0,F,Media
4813,10100,The worst isp ever!!!!,AOL (America Online),1.0,4.0,M,Online Stores & Services
4813,10100,It does what it intended to do....THRILL,Deep Blue Sea,4.0,3.0,M,Movies
4813,10300,All advantage is worth it if..,All Advantage,4.0,4.0,M,Online Stores & Services
4813,10700,New york is for dorks,New York City,1.0,4.0,M,Hotels & Travel
4813,11300,A hint for tree loot....,Treeloot.com,1.0,3.0,M,Online Stores & Services
4813,11300,Blair Witch-more like scary B_tch ,Blair Witch Project,2.0,4.0,M,Movies
4813,11300,Nothing But Cow-dung,NBC,2.0,4.0,M,Media
4813,11400,More Terrible Videos,MTV,1.0,4.0,M,Media
4813,11600,American Beauty is captivating!,American Beauty,5.0,4.0,M,Movies
4813,12000,Great on multiple levels!,"Simpsons, The",5.0,3.0,M,Kids & Family
4813,12100,You get what you pay for-NOTHING,NetZero,1.0,4.0,M,Online Stores & Services
4813,12500,American Pie is good for guys,American Pie,5.0,4.0,M,Movies
4813,123199,Good acting-bad movie,Any Given Sunday,2.0,4.0,M,Movies
179,31500,"I Can't Express How Much I Hate This Movie, But I'll Try",Austin Powers: The Spy Who Shagged Me,1.0,4.0,F,Movies
179,31500,"I Get Worried for Episodes Two and Three, Though",Star Wars Episode I: The Phantom Menace,3.0,4.0,F,Movies
179,32200,He Was Dead To Begin With,Sleepy Hollow,3.0,4.0,F,Movies
179,32500,There's No One Here To Help You,Blair Witch Project,2.0,4.0,F,Movies
179,41300,'Whoa' and Other Pearls of Wisdom,Matrix,4.0,4.0,F,Movies
179,52600,Sometimes There's So Much Beauty in the World,American Beauty,5.0,4.0,F,Movies
179,52700,You Didn't Say God Bless You,Dogma,3.0,4.0,F,Movies
179,91600,An Uncanny Surprise,X-Men,4.0,4.0,F,Movies
181,41600,"Bigger, Longer, Uncut, and worth it!","South Park: Bigger, Longer & Uncut",4.0,4.0,M,Movies
181,51800,*Revised* - Still a Slow Road to a &quot;Free&quot; CD...,StartSampling.Com,1.0,4.0,M,Online Stores & Services
181,61900,"A consistent chain, but watch what you order...",Olive Garden,4.0,4.0,M,Restaurants & Gourmet
181,70900,Uneven comedy which falls short of biting satire,Dogma,3.0,4.0,M,Movies
181,80100,"Illogical, Incoherent Ghost Story",Sixth Sense,2.0,4.0,M,Movies
181,110800,"A Matrix of Ideas, and a few thoughts...",Matrix,4.0,4.0,M,Movies
181,112001,My Negative Experience with Netflix,NetFlix,2.0,4.0,M,Online Stores & Services
181,122599,Those green leaves aren't cash...,Treeloot.com,2.0,4.0,M,Online Stores & Services
92,11100,A Procrastinator's Best-Friend!,Blue Mountain Arts eCards,5.0,4.0,M,Online Stores & Services
92,11500,A Free &amp; Easy Way to Earn Rewards!,MyPoints.com,4.0,4.0,M,Online Stores & Services
92,21200,This is where the future is at!,PayPal,5.0,4.0,M,Personal Finance
92,31100,It's like playing God.,The Sims 2: Open for Business for Windows,4.0,4.0,M,Games
92,52100,Care for a shrimp on the barbie?,Outback Steakhouse,5.0,4.0,M,Restaurants & Gourmet
92,62100,Gordon Biersch - Not to be missed!,Las Vegas,4.0,4.0,M,Hotels & Travel
92,71000,A complete waste of time!,Treeloot.com,1.0,4.0,M,Online Stores & Services
92,102600,Del Frisco's Steakhouse is DEFINITELY worth a visit!,Las Vegas,5.0,4.0,M,Hotels & Travel
92,111899,Shopping in Las Vegas!,Las Vegas,5.0,4.0,M,Hotels & Travel
92,112099,Las Vegas Shows!!!,Las Vegas,5.0,4.0,M,Hotels & Travel
92,112599,"Besides the Strip, what else is there?",Las Vegas,5.0,4.0,M,Hotels & Travel
92,112799,Moving to the City of Sin!,Las Vegas,3.0,4.0,M,Hotels & Travel
92,112899,Sushi in Las Vegas!,Las Vegas,5.0,4.0,M,Hotels & Travel
92,120599,Still an OK network!,MTV,3.0,4.0,M,Media
4875,61000,My easy beanie baby Points,MyPoints.com,4.0,4.0,M,Online Stores & Services
4875,61500,Advantage All Americans,All Advantage,4.0,4.0,M,Online Stores & Services
4875,70100,Americas most functional family,"Simpsons, The",5.0,4.0,M,Kids & Family
4875,70400,"A bloody, good movie",Patriot,4.0,4.0,M,Movies
4875,72200,New York? New York!,New York City,4.0,4.0,M,Hotels & Travel
4875,81700,Bush is sleeping with Gore!,The Sims 2: Open for Business for Windows,5.0,4.0,M,Games
4875,92500,Seeking sports fans in the USA,NBC,2.0,4.0,M,Media
4875,100701,American Gothic,American Beauty,5.0,4.0,M,Movies
224,32708,McDonald's: Tasty But Not So Healthy,McDonald's,3.0,4.0,M,Restaurants & Gourmet
224,32808,Burger King: Who Wants A Quad Stacker?,Burger King,2.0,4.0,M,Restaurants & Gourmet
224,33111,"I love the streaming content, especially for children!",NetFlix,5.0,4.0,M,Online Stores & Services
224,61200,Great Book For All Ages,J. K. Rowling - Harry Potter and the Sorcerer's Stone,5.0,4.0,M,Books
224,61700,Such Variety!,Wendy's,5.0,4.0,M,Restaurants & Gourmet
224,71006,Outback Steakhouse: I'm Too Busy Thinking Of Their Food To Write A Catchy Title,Outback Steakhouse,5.0,4.0,M,Restaurants & Gourmet
224,101507,"American Airlines: Old Planes, But They Got Us There On Time...",American Airlines,3.0,4.0,M,Hotels & Travel
224,111700,The Grinch Who Stole My $9.00 And My Heart,How the Grinch Stole Christmas,4.0,4.0,M,Movies
224,121100,My Last Choice,Taco Bell,2.0,4.0,M,Restaurants & Gourmet
4965,42900,United Airlines:  Makes Flying A Bit Easier,United Airlines,4.0,4.0,F,Hotels & Travel
4965,52501,Pearl Harbor:  Mickey Mouse Goes To War,Pearl Harbor,2.0,4.0,F,Movies
4965,52801,Erin Brockovich:  A Real Fashion Statement,Erin Brockovich,3.0,4.0,F,Movies
4965,62001,"Crouching Tiger, Hidden Dragon:  All The Tea In China And Then Some","Crouching Tiger, Hidden Dragon",5.0,4.0,F,Movies
4965,80900,Fight Club:  OUCH!!!!!!!!!!!!!!!!,Fight Club,4.0,4.0,F,Movies
4965,81001,Cast Away:  No Man Is An Island,Cast Away,4.0,4.0,F,Movies
4965,112200,Mission Impossible 2:  Mission (almost) Accomplished,Mission: Impossible II,3.0,4.0,F,Movies
4982,11500,Zabar's is Food Heaven!,New York City,5.0,4.0,F,Hotels & Travel
4982,11700,I know the best way to make money with All Advantage,All Advantage,4.0,4.0,F,Online Stores & Services
4982,11800,Chicago to NYC Route Stinks!,American Airlines,2.0,4.0,F,Hotels & Travel
4982,12200,Russian Tea Room Lives Again!!,New York City,4.0,4.0,F,Hotels & Travel
4982,12300,The Cloisters - Worth a trip to northern Manhattan,New York City,4.0,4.0,F,Hotels & Travel
4982,12400,The Brooklyn Bridge - Worth a Trip,New York City,4.0,4.0,F,Hotels & Travel
4982,12400,Dim Sum - Great Eating in Chinatown,New York City,5.0,4.0,F,Hotels & Travel
4982,12400,The Plaza Hotel - Do You Really Want To Stay Here?,New York City,2.0,4.0,F,Hotels & Travel
4982,12400,Take The Subway - It Rules!,New York City,5.0,4.0,F,Hotels & Travel
4982,20400,Taxi Tricks for Tourists,New York City,3.0,4.0,F,Hotels & Travel
4982,20500,Great Bread Baker in Manhattan,New York City,4.0,4.0,F,Hotels & Travel
4982,21500,Dean &amp; Deluca: You Have to See This Food Store!,New York City,5.0,4.0,F,Hotels & Travel
4982,21800,The World's Best Chocolate,New York City,5.0,4.0,F,Hotels & Travel
4982,22000,The Best Greek Bakery!,New York City,5.0,4.0,F,Hotels & Travel
4982,22600,The Best Bookstore in New York City,New York City,4.0,4.0,F,Hotels & Travel
4982,30200,Chelsea Market: Is This Food Heaven?,New York City,5.0,4.0,F,Hotels & Travel
4982,30700,Want Spices? Go here!,New York City,5.0,4.0,F,Hotels & Travel
4982,30800,Best Way to Get to the Airport in NYC,New York City,4.0,4.0,F,Hotels & Travel
4982,31500,New York's Best French Toast - very updated,New York City,5.0,4.0,F,Hotels & Travel
4982,51500,The Best Food Festival!!,New York City,5.0,4.0,F,Hotels & Travel
249,61601,How Mel Gibson Won The War,Patriot,2.0,4.0,F,Movies
249,62400,Trekker Paradise,Galaxy Quest,4.0,4.0,F,Movies
249,70900,To Be or Not To Be,Being John Malkovich,4.0,4.0,F,Movies
249,72100,Heads Will Roll,Sleepy Hollow,3.0,4.0,F,Movies
249,83101,Keenan Ivory Wayans Stoops to Conquer,Scary Movie,5.0,4.0,F,Movies
249,91001,Sparks Are Flying,Green Mile,5.0,4.0,F,Movies
249,91600,Again With The Screaming,Scream 3,2.0,4.0,F,Movies
249,101301,Tom Cruise Action Figure Sold Separately,Mission: Impossible II,3.0,4.0,F,Movies
249,112500,"Julia Roberts, A Jane Fonda for the 90s?",Erin Brockovich,3.0,4.0,F,Movies
249,112700,"Spanky and Our Gang, The Director's Cut","South Park: Bigger, Longer & Uncut",4.0,4.0,F,Movies
256,12101,Ang Lee's Magic Movie Moment,"Crouching Tiger, Hidden Dragon",5.0,4.0,F,Movies
